"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"WPR23LA145","ACC","106998","2023-04-01T08:23:00Z","Elko","Nevada","United States","","N462BA","FALSE","DirectorBrief","2023-10-20T04:00:00Z","None","0","0","0","The pilot’s failure to maintain sufficient altitude and airspeed in gusting tailwind conditions that resulted in an unrecoverable descent and impact with terrain.","","40.825","-115.79133","ROBINSON HELICOPTER COMPANY","R44 II","HELI","KEKO","","FALSE","1","","BUS","091","Substantial","VMC","ELKHORN AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106998","10/20/2023 5:00:00 PM",
"ERA23LA177","ACC","106995","2023-03-31T16:49:00Z","Leesburg","Florida","United States","","N306ER","FALSE","DirectorBrief","2023-07-27T04:00:00Z","None","0","0","0","The flight instructor’s delayed remedial action, which resulted in a hard landing.","","28.822304","-81.807596","DIAMOND AIRCRAFT IND GMBH","DA 42 NG","AIR","LEE","Leesburg International Airport","FALSE","2","","INST","091","Substantial","VMC","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106995","7/27/2023 5:00:00 PM",
"ERA23FA174","ACC","106984","2023-03-30T18:15:00Z","Gulf of Mexico","Gulf of Mexico","United States","","N869AC","FALSE","DirectorBrief","2024-07-05T04:00:00Z","None","0","0","0","The separation of the left wing extension and winglet for reasons that could not be determined based on the available evidence.","","28.175447","-83.054322","CESSNA","525B","AIR","TPA","","FALSE","2","","EXEC","091","Substantial","VMC","Allegis Corp","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106984","4/1/2024 1:00:00 PM",
"CEN23LA145","ACC","106985","2023-03-29T19:15:00Z","Lincoln","Illinois","United States","","N56793","FALSE","DirectorBrief","2024-03-28T04:00:00Z","Serious","0","2","0","A total loss of engine power during an approach for landing for undetermined reasons.","","40.147925","-89.344573","PIPER","PA32","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106985","3/28/2024 5:00:00 PM",
"ERA23LA172","ACC","106977","2023-03-29T12:15:00Z","Clarksville","Tennessee","United States","","N242JL","FALSE","DirectorBrief","2023-06-29T04:00:00Z","Minor","0","0","2","The flight instructor’s inadequate remedial action following an abrupt control input by the student pilot, which resulted in abnormal contact with the ground and a dynamic rollover.","","36.621861","-87.414944","HELICOPTERES GUIMBAL","CABRI G2","HELI","CKV","Outlaw Field","FALSE","1","","INST","091","Substantial","VMC","Austin Peay State University","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106977","6/29/2023 5:00:00 PM",
"CEN23LA147","ACC","106987","2023-03-29T09:23:00Z","Wade","Oklahoma","United States","","N82851","FALSE","DirectorBrief","2023-05-04T04:00:00Z","Minor","0","0","1","The total loss of engine power due to fuel contamination.","","33.847506","-96.119761","BELL","OH-58A","HELI","N/A","","FALSE","1","","AAPL","137","Substantial","VMC","Prentice Aviation, Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106987","5/4/2023 5:00:00 PM",
"ERA23LA170","ACC","106975","2023-03-29T09:17:00Z","Lakeland","Florida","United States","","N791MH","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","A loss of control on the ground as a result of left tailwheel steering cable separation.","","27.989196","-82.012095","NORTH AMERICAN","T-6G","AIR","LAL","LAKELAND LINDER INTL","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106975","6/29/2023 5:00:00 PM",
"WPR23LA144","ACC","106996","2023-03-27T16:40:00Z","Rigby","Idaho","United States","","N89CK","FALSE","DirectorBrief","2023-08-10T04:00:00Z","None","0","0","0","The pilot receiving instruction’s failure to maintain directional control during landing and the flight instructor’s delayed remedial action.","","43.64377","-111.92815","KESKIMAKI CHARLES A","KITFOX","AIR","U56","RIGBY","FALSE","1","","PERS","091","Substantial","VMC","BALER CALEB","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106996","8/10/2023 5:00:00 PM",
"ERA23LA169","ACC","106968","2023-03-27T15:50:00Z","Mattituck","New York","United States","","N50133","FALSE","DirectorBrief","2023-06-23T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control of the airplane during the landing, which resulted in a hard landing and runway excursion.","","40.990677","-72.535021","CESSNA","150H","AIR","21N","MATTITUCK","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106968","6/23/2023 5:00:00 PM",
"CEN23LA148","ACC","106997","2023-03-27T12:26:00Z","Oklahoma City","Oklahoma","United States","","N550DW","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilot’s improper landing flare, which resulted in a hard, bounced landing, runway excursion, and subsequent collision with a runway sign. Contributing to the accident was the pilot’s lack of experience in the airplane, the unstabilized approach, and inadequate crew resource management.","","35.52998","-97.645455","CESSNA","550","AIR","PWA","WILEY POST","FALSE","2","NSCH","BUS","091","Substantial","VMC","XCEED MANAGEMENT GROUP LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106997","6/29/2023 5:00:00 PM",
"CEN23LA146","ACC","106986","2023-03-27T11:38:00Z","Telluride","Colorado","United States","","N3233V","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll in gusting wind conditions.","","37.953806","-107.90875","BEECH","35","AIR","KTEX","Telluride Regional Airport","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106986","6/29/2023 5:00:00 PM",
"ERA23LA165","ACC","106962","2023-03-26T11:30:00Z","St. Augustine","Florida","United States","","N541SP","FALSE","DirectorBrief","2023-07-07T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain directional control during the landing roll in gusting crosswind conditions, which resulted in a runway excursion and an impact with a ditch.","","29.95925","-81.339729","PIPER","PA-28-151","AIR","SGJ","Northeast Florida Regional Airport","FALSE","1","","PERS","091","Substantial","VMC","Florida Aviation Career Training Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106962","7/7/2023 5:00:00 PM",
"CEN23LA143","ACC","106963","2023-03-25T18:30:00Z","Hillsboro","Missouri","United States","","N43272","FALSE","DirectorBrief","2023-07-27T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain clearance from trees during final approach to landing.","","38.181","-90.618","TAYLORCRAFT","BC12-D","AIR","","Private strip on owner's land","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106963","7/27/2023 5:00:00 PM",
"WPR23LA236","ACC","192427","2023-03-24T13:32:00Z","Springfield","Kentucky","United States","","N146MS","FALSE","DirectorBrief","2023-12-21T05:00:00Z","None","0","0","0","The pilot’s failure to activate the pitot heat in a timely manner during flight into icing conditions, which resulted in a temporary failure of the flight instruments and a subsequent loss of control.","","37.68","-85.01","PIPER","PA-46-310P","AIR","","","FALSE","1","","BUS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192427","12/21/2023 6:00:00 PM",
"ERA23LA162","ACC","106949","2023-03-23T18:30:00Z","Travelers Rest","South Carolina","United States","","N13612","FALSE","DirectorBrief","2024-06-05T04:00:00Z","None","0","0","0","Maintenance personnel’s improper servicing of the magneto, which resulted in its accelerated wear, failure, and the total loss of engine power.","","35.1109","-82.4533","CESSNA","177","AIR","","","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106949","6/5/2024 5:00:00 PM",
"DCA23LA221","ACC","106964","2023-03-22T17:26:00Z","Houston","Texas","United States","","N1902U","FALSE","DirectorBrief","2023-06-16T04:00:00Z","None","0","0","0","The first officer's failure to maintain the correct airspeed and pitch attitude during landing which resulted in a tailstrike.","","29.9778","-95.3057","AIRBUS","A320-232","AIR","IAH","GEORGE BUSH INTCNTL/HOUSTON","FALSE","2","SCHD","","121","Substantial","VMC","UNITED AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106964","6/20/2023 7:00:00 PM",
"ERA23LA179","ACC","107013","2023-03-22T16:48:00Z","Lakeland","Florida","United States","","N1907A","FALSE","DirectorBrief","2024-06-12T04:00:00Z","None","0","0","0","The pilot’s failure to ensure that the landing gear was properly configured for a water landing.","","28.026371","-81.909767","PIPER","PA-18AS-125","AIR","X23","UMATILLA MUNI","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107013","6/12/2024 5:00:00 PM",
"ERA23LA198","ACC","107072","2023-03-22T13:15:00Z","Toughkenamon","Pennsylvania","United States","","N669YK","FALSE","DirectorBrief","2024-06-05T04:00:00Z","None","0","0","0","The pilot’s failure to see and avoid powerlines while on approach to land.","","39.836536","-75.761153","S C AEROSTAR S A","YAK-52","AIR","N57","NEW GARDEN","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107072","6/5/2024 5:00:00 PM",
"DCA23LA213","ACC","106933","2023-03-21T15:23:00Z","Sacramento","California","United States","","N79011","FALSE","DirectorBrief","2023-06-16T04:00:00Z","Serious","0","1","0","An encounter with forecast convective turbulence during climb.","","38.41679","-121.56391","BOEING","777-224","AIR","","","FALSE","2","SCHD","","121","None","VMC","UNITED AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106933","6/20/2023 7:00:00 PM",
"ERA23LA171","ACC","106976","2023-03-21T15:00:00Z","Cincinnati","Ohio","United States","","N7772B","FALSE","DirectorBrief","2023-06-29T04:00:00Z","None","0","0","0","The pilot’s failure to maintain an adequate visual lookout during taxi, which resulted in a collision with a parked airplane. Contributing was the marshaller’s improper marshalling techniques.","","39.103333","-84.418611","CESSNA","180","AIR","LUK","CINCINNATI MUNI/LUNKEN FLD","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106976","6/29/2023 5:00:00 PM",
"ERA23LA157","ACC","106929","2023-03-21T13:30:00Z","Livonia","New York","United States","","N73905","FALSE","DirectorBrief","2023-06-23T04:00:00Z","None","0","0","0","The pilot’s delayed action to arrest the high descent rate during a practice autorotation in tailwind conditions which ultimately resulted in loss of control.","","42.826067","-77.585174","BELL","47G-2A-1","HELI","N/A","","FALSE","1","","PERS","091","Substantial","VMC","FROST HOLLOW HELICOPTER LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106929","6/23/2023 5:00:00 PM",
"ERA23LA160","ACC","106942","2023-03-20T15:30:00Z","Abbeville","South Carolina","United States","","N79VE","FALSE","DirectorBrief","2023-06-23T04:00:00Z","Serious","0","1","0","A loss of directional control during landing, which resulted in a ground loop and substantial damage to the airplane. The pilot flying could not be determined since both pilots claimed that the other was at the controls during the landing. The flight instructor demonstrated poor judgement in accepting the training flight without prior experience in the airplane make and model.","","34.151078","-82.354537","MAULE","M-7-235C","AIR","SC81","Abbeville Airport","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106942","6/23/2023 5:00:00 PM",
"ERA23LA155","ACC","106912","2023-03-19T16:20:00Z","Sanford","North Carolina","United States","","N565TF","FALSE","DirectorBrief","2023-06-23T04:00:00Z","None","0","0","0","A loss of directional control while landing, which resulted in a runway excursion and impact with a ditch.","","35.582439","-79.101338","PIPER","PA-28-181","AIR","TTA","Raleigh Executive","FALSE","1","","PERS","091","Substantial","VMC","AIR THERAPY LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106912","6/23/2023 5:00:00 PM",
"CEN23LA140","ACC","106910","2023-03-19T13:14:00Z","Oklahoma City","Oklahoma","United States","","N9254A","FALSE","DirectorBrief","2023-06-23T04:00:00Z","None","0","0","0","The pilot’s loss of directional control during landing with wind gusts, which resulted in a runway excursion and nose over.","","35.491476","-97.540528","CESSNA","170A","AIR","KPWA","Wiley Post","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106910","6/23/2023 5:00:00 PM",
"CEN23LA141","ACC","106920","2023-03-19T12:15:00Z","Maple Lake","Minnesota","United States","","N9088D","FALSE","DirectorBrief","2023-04-27T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during landing with a gusting crosswind.","","45.235937","-93.984848","PIPER","PA-28-161","AIR","MGG","MAPLE LAKE MUNI-BILL MAVENCAMP SR FLD","FALSE","1","","PERS","091","Substantial","VMC","METRO AIRCRAFT CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106920","4/27/2023 5:00:00 PM",
"WPR23LA130","ACC","106914","2023-03-18T10:00:00Z","Gordonville","Texas","United States","","N4064X","FALSE","DirectorBrief","2024-06-20T04:00:00Z","Minor","0","0","1","A fatigue fracture of the nose landing gear scissor link, which resulted in a separation of the nose landing gear piston assembly.","","33.839346","-96.810069","AERO COMMANDER","100-180","AIR","3T0","CEDAR MILLS","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106914","6/20/2024 5:00:00 PM",
"WPR23LA131","ACC","106915","2023-03-18T10:00:00Z","Santa Ynez","California","United States","","N40635","FALSE","DirectorBrief","2023-06-23T04:00:00Z","Minor","0","0","1","The pilot’s inadequate fuel planning, which resulted in a loss of engine power due to fuel starvation.","","34.6","-120.08","MAULE","M-4-220C","AIR","KIZA","Santa Ynez Airport","FALSE","1","","PERS","091","Substantial","VMC","HARTMANN PETER C","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106915","6/23/2023 5:00:00 PM",
"WPR23LA133","ACC","106917","2023-03-17T16:00:00Z","Winnemucca","Nevada","United States","","N326AF","FALSE","DirectorBrief","2023-08-10T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control, and the flight instructor’s delayed remedial action.","","40.896611","-117.80588","DIAMOND AIRCRAFT IND INC","DA 40","AIR","WMC","Winnemucca Municipal Airport","FALSE","1","","INST","091","Substantial","VMC","K2 AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106917","8/10/2023 5:00:00 PM",
"ERA23LA156","ACC","106918","2023-03-17T14:14:00Z","Shoreham","New York","United States","","N5616S","FALSE","DirectorBrief","2024-05-16T04:00:00Z","None","0","0","0","A total loss of engine power for unknown reasons.","","40.962483","-72.908434","BEECH","V35","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106918","5/16/2024 5:00:00 PM",
"WPR23LA132","ACC","106916","2023-03-17T12:57:00Z","Bullhead City","Arizona","United States","","N2214W","FALSE","DirectorBrief","2023-09-08T04:00:00Z","None","0","0","0","The flight instructors failure to take remedial action and the student pilots improper landing during crosswind conditions which resulted in a loss of control.","","35.005639","-114.56502","FAY DAVID","VELOCITY ELITE","AIR","A20","Sun Valley Airport","TRUE","1","","UNK","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106916","9/8/2023 5:00:00 PM",
